,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Sodium acetate",,,,10,10,microliter,3,3,Molar,5,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,mix,how,by pipetting up and down (Curator assumed),,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,,step - remark,Optional: If pH indicator I has been added to Buffer PB,,,,,,,,,,,
5,Place a QIAquick spin column in a provided 2 ml collection tube.,place,what,QIAquick spin column,,,,,,,,,,,
,,,where,in a provided 2ml collection tube,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
6,"To bind DNA, apply the sample to the QIAquick column and centrifuge for 30–60 s.",transfer,what,the sample,,,,,,,,,,,
,,,where,to the QIAquick column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,30,60,seconds,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,step - why,To bind DNA,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,1,minutes,Passive,,,,,,,,
7,"Discard flow-through. Place the QIAquick column back into the same tube.
Collection tubes are re-used to reduce plastic waste.",discard,what,flow-through,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,place,what,the QIAquick column,,,,,,,,,,,
,,,where,back into the same tube,,,,,,,,,,,
,,,remarks,Collection tubes are re-used to reduce plastic waste.,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.1,0.1,minutes,Active; Per sample,,,,,,,,
8,"To wash, add 0.75 ml Buffer PE to the QIAquick column and centrifuge for 30–60 s.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, PE (Qiagen's QIAquick PCR Purification Kit)",,,,750,750,microliter,,,,,
,,,where,to the QIAquick column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,30,60,seconds,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,1,minutes,Passive,,,,,,,,
,,,step - why,To wash,,,,,,,,,,,
9,"Discard flow-through and place the QIAquick column back in the same tube.
Centrifuge the column for an additional 1 min.
IMPORTANT: Residual ethanol from Buffer PE will not be completely removed unless
the flow-through is discarded before this additional centrifugation.",discard,what,flow-through,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,place,what,the QIAquick column,,,,,,,,,,,
,,,where,back into same tube,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.1,0.1,minutes,Active; Per sample,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,1,1,minutes,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,remarks,"IMPORTANT: Residual ethanol from Buffer PE will not be completely removed unless
the flow-through is discarded before this additional centrifugation.",,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Passive,,,,,,,,
10,Place QIAquick column in a clean 1.5 ml microcentrifuge tube.,place,what,QIAquick column,,,,,,,,,,,
,,,where,into clean 1.5 ml microcentrifuge tube,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.1,0.1,minutes,Active; Per sample,,,,,,,,
11a,"To elute DNA, add 50 _l Buffer EB (10 mM Tris·Cl, pH 8.5) to
the center of the QIAquick membrane and centrifuge the column for 1 min.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Tris-HCl",,,,50,50,microliter,10,10,milliMolar,8.5,Buffer EB
,,,where,to the QIAquick column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,,remarks,"IMPORTANT: Ensure that the elution buffer is dispensed directly onto the QIAquick membrane for complete elution of bound DNA. The average eluate volume is 48 _l from 50 _l elution buffer volume. Elution efficiency is dependent on pH. The maximum elution efficiency is achieved between pH 7.0 and 8.5. The purified DNA can also be eluted in TE buffer (10 mM Tris·Cl, 1 mM EDTA, pH 8.0), but the EDTA may inhibit subsequent enzymatic reactions.",,,,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,1,1,minutes,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Passive,,,,,,,,
11b,"To elute DNA, add 50 _l water (pH 7.0–8.5) to the center of the QIAquick membrane and centrifuge the column for 1 min.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,Water,,,,50,50,microliter,,,,7.0-8.5,
,,,where,to the QIAquick column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,1,1,minutes,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Passive,,,,,,,,
,,,remarks,"IMPORTANT: Ensure that the water is dispensed directly onto the QIAquick membrane for complete elution of bound DNA. The average eluate volume is 48 _l from 50 _l water volume. Elution efficiency is dependent on pH. The maximum elution efficiency is achieved between pH 7.0 and 8.5. When using water, make sure that the pH value is within this range, and store DNA at –20°C as DNA may degrade in the absence of a buffering agent. The purified DNA can also be eluted in TE buffer (10 mM Tris·Cl, 1 mM EDTA, pH 8.0), but the EDTA may inhibit subsequent enzymatic reactions.",,,,,,,,,,,
11c,"To elute DNA, add 30 _l elution buffer to the center of the QIAquick membrane, let the column stand for 1 min, and then centrifuge.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Tris-HCl",,,,30,30,microliter,10,10,milliMolar,8.5,Buffer EB
,,,where,to the QIAquick column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,incubate,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,1,1,minutes,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Passive,,,,,,,,
,,centrifuge,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,1,1,minutes,,,,,,,,,
,,,how - using machine,conventional tabletop microcentrifuge,,,,,,,,,,,
,,,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,17900,17900,xg-force,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Passive,,,,,,,,
,,,remarks,"IMPORTANT: Ensure that the elution buffer is dispensed directly onto the QIAquick membrane for complete elution of bound DNA. The average eluate volume is 28 _l from 30 _l elution buffer. Elution efficiency is dependent on pH. The maximum elution efficiency is achieved between pH 7.0 and 8.5. The purified DNA can also be eluted in TE buffer (10 mM Tris·Cl, 1 mM EDTA, pH 8.0), but the EDTA may inhibit subsequent enzymatic reactions.",,,,,,,,,,,
12,"If the purified DNA is to be analyzed on a gel, add 1 volume of Loading Dye to
5 volumes of purified DNA. Mix the solution by pipetting up and down before
loading the gel.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Dye, Loading dye",,,,0.2,0.2,Volumes of target,,,,,
,,,where,to purified DNA,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,mix,how,by pipetting up and down,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,,step - remark,"Optional: This step to be done if loading the DNA onto a gel. Loading dye contains 3 marker dyes (bromophenol blue, xylene cyanol, and orange G) that facilitate estimation of DNA migration distance and optimization of agarose gel run time. Refer to Table 2 (page 15) to identify the dyes according to migration distance and agarose gel percentage and type.",,,,,,,,,,,
