2,Add 0.5 g dry oligo(dT) cellulose powder to 1 ml of 0.1 M NaOH. Pour the slurry into the column and rinse the column with _10 ml water.,combine,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Oligo(dT) cellulose, powder",0.5,0.5,grams,,,,,,,,
,,,,"Buffer, Sodium hydroxide (NaOH)",,,,1,1,milliliter,0.1,0.1,Molar,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Active; Per sample,,,,,,,,
,,pour,what,the slurry,,,,,,,,,,,
,,,where - into,the column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,rinse,what,the column,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Water, DEPC-treated",,,,10,10,milliliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
3,Equilibrate the column with 10 to 20 ml of loading buffer. The pH of the output should be near 7.5 at the end of the wash.,equilibrate,what,the column,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Loading",,,,10,20,milliliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
,,,step - remark,The pH of the output should be near 7.5 at the end of the wash.,,,,,,,,,,,
4,"Heat _2 mg total RNA in water to 70¡C for 10 min. Add LiCl to 0.5 M final concentration from a 10 M LiCl stock solution. Heating the RNA is necessary to disrupt any secondary structure that might form. It is important not to have too large a column for the amount of RNA selected. This is because the final poly(A)+ RNA will be so dilute that precipitation and workup of the sample will be very inefficient. Therefore, use a much smaller column when poly(A)+-selecting 500 µg or less of RNA, and scale down all of the steps accordingly. Generally, 1 ml of oligo(dT) cellulose is sufficient for 5 to 10 mg input RNA.",heat,what,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Nucleic Acid, RNA, total",2,2,milligrams,User input,User input,User input,User input,User input,User input,,
,,,how,in water,,,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,70,70,degrees Celsius,,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,10,10,minutes,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,10,10,minutes,Passive,,,,,,,,
,,add,what,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Lithium chloride (LiCl), DEPC-treated",,,,0.05,0.05,Volumes of target,10,10,Molar,,to a final concentration of 0.5 M LiCl
,,,what - to,RNA sample,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,,step - remark,"Heating the RNA is necessary to disrupt any secondary structure that might form. It is important not to have too large a column for the amount of RNA selected. This is because the final poly(A)+ RNA will be so dilute that precipitation and workup of the sample will be very inefficient. Therefore, use a much smaller column when poly(A)+-selecting 500 ug or less of RNA, and scale down all of the steps accordingly. Generally, 1 ml of oligo(dT) cellulose is sufficient for 5 to 10 mg input RNA.",,,,,,,,,,,
5,Pass the RNA solution through the oligo(dT) column. Wash the column with 1 ml poly(A) loading buffer. Make certain to save the eluant from this loading step.,pass,what,the RNA solution,,,,,,,,,,,
,,,how,through the oligo(dT) column,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
,,wash,what,the column,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Poly(A) loading buffer",,,,1,1,milliliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
,,,step - remark,Make certain to save the eluant from this loading step.,,,,,,,,,,,
6,Pass the eluant through the column twice more. The starting RNA is passed through the column three times to ensure that all of the poly(A)+ RNA has stuck to the oligo(dT).,pass,what,the eluant,,,,,,,,,,,
,,,how,through the oligo(dT) column,,,,,,,,,,,
,,,how - number of times,2,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,4,4,minutes,Active; Per sample,,,,,,,,
,,,step - remark,The starting RNA is passed through the column three times to ensure that all of the poly(A)+ RNA has stuck to the oligo(dT).,,,,,,,,,,,
7,Rinse the column with 2 ml middle wash buffer.,rinse,what,the column,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Middle wash buffer",,,,2,2,milliliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
8,Elute the RNA into a fresh tube with 2 ml of 2 mM EDTA/ 0.1% SDS.,elute,what,the RNA,,,,,,,,,,,
,,,where - into,a fresh tube,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Chelating agent, EDTA",,,,,,,2,2,milliMolar,,
,,,,"Detergent, Sodium dodecyl sulfate (SDS)",,,,,,,0.1,0.1,%,,
,,,,Total Volume,,,,2,2,milliliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
9,"Reequilibrate the oligo (dT) column, as in step 3. Take the eluted RNA and repeat the poly(A)+ selection, as described in steps 4 to 8. This second oligo(dT) column removes small levels of contaminating poly(A)_ RNA. It can be omitted if such contaminants will not create a problem, e.g., when RNA is to be used for S1 analysis.",equilibrate,what,the oligo (dT) column,,,,,,,,,,,
,,,remarks,as in step 3,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2,2,minutes,Active; Per sample,,,,,,,,
,,repeat,what,steps 4 - 8,,,,,,,,,,,
,,,how - with,eluted RNA,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,22.5,22.5,minutes,Active,,,,,,,,
,,,step - remark,"Optional: This second oligo(dT) column removes small levels of contaminating poly(A)_ RNA. It can be omitted if such contaminants will not create a problem, e.g., when RNA is to be used for S1 analysis.",,,,,,,,,,,
10,Precipitate the eluted RNA by adjusting the salt concentration to 0.3 M sodium acetate using a 3 M sodium acetate stock solution. Add 2.5 vol ethanol and transfer the solution to two silanized SW-55 tubes.,add,what,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, Sodium acetate, DEPC-treated",,,,0.1,0.1,Volumes of target,3,3,Molar,,
,,,where,to eluted RNA,,,,,,,,,,,
,,,remarks,Precipitate the eluted RNA by adjusting the salt concentration to 0.3 M sodium acetate using a 3 M sodium acetate stock solution.,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,add,what,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,Ethanol,,,,2.5,2.5,Volumes of target,,,,,
,,,where,to eluted RNA,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,transfer,what,the solution,,,,,,,,,,,
,,,where,to two silanized SW-55 tubes,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Active; Per sample,,,,,,,,
11a,"Incubate RNA overnight at _20¡C. Collect the precipitate by centrifuging 30 min at 50,000 rpm (304,000 _ g), 4¡C, in a Beckman SW-55 rotor. This high speed centrifugation is required to pellet the very dilute RNA.",incubate,what,the eluted RNA,,,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,-20,-20,degrees Celsius,,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,,,,Overnight,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,,,,Passive; Overnight,,,,,,,,
,,centrifuge,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,304000,304000,xg-force,,,,,,,,,
,,,,50000,50000,rpm,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,4,4,degrees Celsius,,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,30,30,minutes,,,,,,,,,
,,,how - using machine,Beckman SW-55 rotor,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,30,30,minutes,Passive,,,,,,,,
,,,step - why,To collect the precipitated RNA,,,,,,,,,,,
,,,step - remark,This high speed centrifugation is required to pellet the very dilute RNA.,,,,,,,,,,,
11b,"Incubate RNA on dry ice/ethanol for 30 min. Collect the precipitate by centrifuging 30 min at 50,000 rpm (304,000 _ g), 4¡C, in a Beckman SW-55 rotor. This high speed centrifugation is required to pellet the very dilute RNA.",incubate,what,the eluted RNA,,,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,,,,On dry ice & ethanol,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,30,30,minutes,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,30,30,minutes,Passive,,,,,,,,
,,centrifuge,how - centrifuge speed,Min Speed,Max Speed,Speed Units,Speed Comment,,,,,,,,
,,,,304000,304000,xg-force,,,,,,,,,
,,,,50000,50000,rpm,,,,,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,4,4,degrees Celsius,,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,30,30,minutes,,,,,,,,,
,,,how - using machine,Beckman SW-55 rotor,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,30,30,minutes,Passive,,,,,,,,
,,,step - why,To collect the precipitated RNA,,,,,,,,,,,
,,,step - remark,This high speed centrifugation is required to pellet the very dilute RNA.,,,,,,,,,,,
12,Pour off ethanol and allow pellets to air dry. Resuspend RNA in 150 _l of RNase-free TE buffer and pool the samples. Quality of RNA can be checked by heating 5 _l at 70¡C for 5 min and analyzing on a 1% agarose gel (UNIT 2.5).,pour off,what,the ethanol,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per sample,,,,,,,,
,,dry,what,the RNA pellets,,,,,,,,,,,
,,,how,by air drying,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,5,5,minutes,Passive,,,,,,,,
,,resuspend,what,the RNA,,,,,,,,,,,
,,,how - with,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, RNase-free TE buffer",,,,150,150,microliter,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,1,1,minutes,Active; Per sample,,,,,,,,
,,combine,what,the samples,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.5,0.5,minutes,Active; Per sample,,,,,,,,
,,heat,remarks,Optional: To check the quality of the RNA,,,,,,,,,,,
,,,what,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Nucleic Acid, RNA",,,,5,5,microliter,,,,,
,,,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,70,70,degrees Celsius,,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,5,5,minutes,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,5,5,minutes,Passive,,,,,,,,
,,call for protocol,protocol - type,Agarose gel electrophoresis,,,,,,,,,,,
,,,protocol - name,Agarose gel electrophoresis,,,,,,,,,,,
,,,protocol - input,Sample from prior heat action,,,,,,,,,,,
,,,protocol - output,Image,,,,,,,,,,,
,,,remarks,Optional: Analyze sample on a 1% agarose gel,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,,,,"Unknown, Protocol",,,,,,,,
